DATE,NFCI
1971-01-08,0.65053
1971-01-15,0.68852
1971-01-22,0.73354
1971-01-29,0.78243
1971-02-05,0.83205
1971-02-12,0.87833
1971-02-19,0.91873
1971-02-26,0.95346
1971-03-05,0.98532
1971-03-12,1.01799
1971-03-19,1.05603
1971-03-26,1.10496
1971-04-02,1.16775
1971-04-09,1.24542
1971-04-16,1.33446
1971-04-23,1.42714
1971-04-30,1.51281
1971-05-07,1.57858
1971-05-14,1.60988
1971-05-21,1.59775
1971-05-28,1.53991
1971-06-04,1.44066
1971-06-11,1.30947
1971-06-18,1.16683
1971-06-25,1.03498
1971-07-02,0.93726
1971-07-09,0.89620
1971-07-16,0.92798
1971-07-23,1.03908
1971-07-30,1.22397
1971-08-06,1.46337
1971-08-13,1.72815
1971-08-20,1.98611
1971-08-27,2.20256
1971-09-03,2.35562
1971-09-10,2.42930
1971-09-17,2.42431
1971-09-24,2.34770
1971-10-01,2.21707
1971-10-08,2.05240
1971-10-15,1.87783
1971-10-22,1.71476
1971-10-29,1.58032
1971-11-05,1.48492
1971-11-12,1.43059
1971-11-19,1.41350
1971-11-26,1.42237
1971-12-03,1.44486
1971-12-10,1.46737
1971-12-17,1.47652
1971-12-24,1.46184
1971-12-31,1.42044
1972-01-07,1.34452
1972-01-14,1.24627
1972-01-21,1.13041
1972-01-28,1.00821
1972-02-04,0.89037
1972-02-11,0.78379
1972-02-18,0.69240
1972-02-25,0.61812
1972-03-03,0.56071
1972-03-10,0.51824
1972-03-17,0.48674
1972-03-24,0.46113
1972-03-31,0.43494
1972-04-07,0.40239
1972-04-14,0.36183
1972-04-21,0.31123
1972-04-28,0.25494
1972-05-05,0.19741
1972-05-12,0.14513
1972-05-19,0.10447
1972-05-26,0.08178
1972-06-02,0.08045
1972-06-09,0.10199
1972-06-16,0.14373
1972-06-23,0.19990
1972-06-30,0.26154
1972-07-07,0.31839
1972-07-14,0.36163
1972-07-21,0.38366
1972-07-28,0.37985
1972-08-04,0.34923
1972-08-11,0.29416
1972-08-18,0.22048
1972-08-25,0.13588
1972-09-01,0.05005
1972-09-08,-0.02683
1972-09-15,-0.08794
1972-09-22,-0.12979
1972-09-29,-0.15267
1972-10-06,-0.16095
1972-10-13,-0.16127
1972-10-20,-0.15978
1972-10-27,-0.16199
1972-11-03,-0.17145
1972-11-10,-0.18936
1972-11-17,-0.21558
1972-11-24,-0.24824
1972-12-01,-0.28245
1972-12-08,-0.31258
1972-12-15,-0.33210
1972-12-22,-0.33265
1972-12-29,-0.30694
1973-01-05,-0.24984
1973-01-12,-0.15786
1973-01-19,-0.03160
1973-01-26,0.12503
1973-02-02,0.30429
1973-02-09,0.49429
1973-02-16,0.68084
1973-02-23,0.85110
1973-03-02,0.99320
1973-03-09,1.10051
1973-03-16,1.17061
1973-03-23,1.20789
1973-03-30,1.21842
1973-04-06,1.20874
1973-04-13,1.18715
1973-04-20,1.15875
1973-04-27,1.12782
1973-05-04,1.09589
1973-05-11,1.06508
1973-05-18,1.03613
1973-05-25,1.01125
1973-06-01,0.99385
1973-06-08,0.98847
1973-06-15,0.99963
1973-06-22,1.03162
1973-06-29,1.08745
1973-07-06,1.16651
1973-07-13,1.26758
1973-07-20,1.38483
1973-07-27,1.51349
1973-08-03,1.64594
1973-08-10,1.77604
1973-08-17,1.89731
1973-08-24,2.00532
1973-08-31,2.09467
1973-09-07,2.16087
1973-09-14,2.20127
1973-09-21,2.21484
1973-09-28,2.20180
1973-10-05,2.16308
1973-10-12,2.10681
1973-10-19,2.04040
1973-10-26,1.97696
1973-11-02,1.92664
1973-11-09,1.89768
1973-11-16,1.89184
1973-11-23,1.90165
1973-11-30,1.91265
1973-12-07,1.90663
1973-12-14,1.86805
1973-12-21,1.78616
1973-12-28,1.65877
1974-01-04,1.48952
1974-01-11,1.29277
1974-01-18,1.08157
1974-01-25,0.87037
1974-02-01,0.67317
1974-02-08,0.50191
1974-02-15,0.36724
1974-02-22,0.27849
1974-03-01,0.24163
1974-03-08,0.26083
1974-03-15,0.33621
1974-03-22,0.46439
1974-03-29,0.64039
1974-04-05,0.85913
1974-04-12,1.11716
1974-04-19,1.40895
1974-04-26,1.72996
1974-05-03,2.07330
1974-05-10,2.43274
1974-05-17,2.80120
1974-05-24,3.17053
1974-05-31,3.53622
1974-06-07,3.89163
1974-06-14,4.22587
1974-06-21,4.52682
1974-06-28,4.77859
1974-07-05,4.96590
1974-07-12,5.07984
1974-07-19,5.11892
1974-07-26,5.09154
1974-08-02,5.01242
1974-08-09,4.89583
1974-08-16,4.76111
1974-08-23,4.61975
1974-08-30,4.48211
1974-09-06,4.35001
1974-09-13,4.22102
1974-09-20,4.08947
1974-09-27,3.94391
1974-10-04,3.77865
1974-10-11,3.59163
1974-10-18,3.39286
1974-10-25,3.19576
1974-11-01,3.01484
1974-11-08,2.86305
1974-11-15,2.74584
1974-11-22,2.65898
1974-11-29,2.59587
1974-12-06,2.54350
1974-12-13,2.48889
1974-12-20,2.42165
1974-12-27,2.33055
1975-01-03,2.21121
1975-01-10,2.06233
1975-01-17,1.89020
1975-01-24,1.70413
1975-01-31,1.51515
1975-02-07,1.33279
1975-02-14,1.16544
1975-02-21,1.01494
1975-02-28,0.88158
1975-03-07,0.76403
1975-03-14,0.66020
1975-03-21,0.56752
1975-03-28,0.48244
1975-04-04,0.40122
1975-04-11,0.32066
1975-04-18,0.23842
1975-04-25,0.15300
1975-05-02,0.06642
1975-05-09,-0.01920
1975-05-16,-0.10027
1975-05-23,-0.17496
1975-05-30,-0.23937
1975-06-06,-0.29243
1975-06-13,-0.33384
1975-06-20,-0.36472
1975-06-27,-0.38647
1975-07-04,-0.40115
1975-07-11,-0.41080
1975-07-18,-0.41688
1975-07-25,-0.41848
1975-08-01,-0.41463
1975-08-08,-0.40363
1975-08-15,-0.38454
1975-08-22,-0.35634
1975-08-29,-0.31885
1975-09-05,-0.27379
1975-09-12,-0.22300
1975-09-19,-0.16935
1975-09-26,-0.11689
1975-10-03,-0.06829
1975-10-10,-0.02760
1975-10-17,0.00376
1975-10-24,0.02541
1975-10-31,0.03671
1975-11-07,0.03632
1975-11-14,0.02366
1975-11-21,-0.00206
1975-11-28,-0.04193
1975-12-05,-0.09578
1975-12-12,-0.16187
1975-12-19,-0.23708
1975-12-26,-0.31815
1976-01-02,-0.40108
1976-01-09,-0.48158
1976-01-16,-0.55531
1976-01-23,-0.61972
1976-01-30,-0.67344
1976-02-06,-0.71592
1976-02-13,-0.74737
1976-02-20,-0.77045
1976-02-27,-0.78693
1976-03-05,-0.79854
1976-03-12,-0.80581
1976-03-19,-0.80920
1976-03-26,-0.80786
1976-04-02,-0.80062
1976-04-09,-0.78619
1976-04-16,-0.76377
1976-04-23,-0.73418
1976-04-30,-0.69833
1976-05-07,-0.65873
1976-05-14,-0.61913
1976-05-21,-0.58395
1976-05-28,-0.55695
1976-06-04,-0.54175
1976-06-11,-0.54025
1976-06-18,-0.55205
1976-06-25,-0.57580
1976-07-02,-0.60788
1976-07-09,-0.64468
1976-07-16,-0.68246
1976-07-23,-0.71849
1976-07-30,-0.75021
1976-08-06,-0.77681
1976-08-13,-0.79817
1976-08-20,-0.81459
1976-08-27,-0.82658
1976-09-03,-0.83514
1976-09-10,-0.84108
1976-09-17,-0.84481
1976-09-24,-0.84684
1976-10-01,-0.84658
1976-10-08,-0.84442
1976-10-15,-0.83964
1976-10-22,-0.83163
1976-10-29,-0.81999
1976-11-05,-0.80546
1976-11-12,-0.78846
1976-11-19,-0.77045
1976-11-26,-0.75430
1976-12-03,-0.74217
1976-12-10,-0.73732
1976-12-17,-0.74066
1976-12-24,-0.75329
1976-12-31,-0.77413
1977-01-07,-0.80153
1977-01-14,-0.83144
1977-01-21,-0.86137
1977-01-28,-0.88841
1977-02-04,-0.91007
1977-02-11,-0.92459
1977-02-18,-0.93128
1977-02-25,-0.92979
1977-03-04,-0.92008
1977-03-11,-0.90354
1977-03-18,-0.88126
1977-03-25,-0.85494
1977-04-01,-0.82550
1977-04-08,-0.79394
1977-04-15,-0.75990
1977-04-22,-0.72414
1977-04-29,-0.68694
1977-05-06,-0.65019
1977-05-13,-0.61578
1977-05-20,-0.58652
1977-05-27,-0.56365
1977-06-03,-0.54834
1977-06-10,-0.54074
1977-06-17,-0.53916
1977-06-24,-0.54246
1977-07-01,-0.54863
1977-07-08,-0.55543
1977-07-15,-0.56002
1977-07-22,-0.56031
1977-07-29,-0.55467
1977-08-05,-0.54288
1977-08-12,-0.52581
1977-08-19,-0.50474
1977-08-26,-0.48121
1977-09-02,-0.45594
1977-09-09,-0.42905
1977-09-16,-0.40001
1977-09-23,-0.36949
1977-09-30,-0.33748
1977-10-07,-0.30564
1977-10-14,-0.27504
1977-10-21,-0.24681
1977-10-28,-0.22202
1977-11-04,-0.20089
1977-11-11,-0.18393
1977-11-18,-0.17143
1977-11-25,-0.16393
1977-12-02,-0.16163
1977-12-09,-0.16503
1977-12-16,-0.17367
1977-12-23,-0.18688
1977-12-30,-0.20274
1978-01-06,-0.21987
1978-01-13,-0.23575
1978-01-20,-0.24845
1978-01-27,-0.25665
1978-02-03,-0.25881
1978-02-10,-0.25417
1978-02-17,-0.24153
1978-02-24,-0.22048
1978-03-03,-0.19124
1978-03-10,-0.15425
1978-03-17,-0.11038
1978-03-24,-0.06040
1978-03-31,-0.00538
1978-04-07,0.05422
1978-04-14,0.11768
1978-04-21,0.18321
1978-04-28,0.24894
1978-05-05,0.31259
1978-05-12,0.37196
1978-05-19,0.42563
1978-05-26,0.47263
1978-06-02,0.51258
1978-06-09,0.54475
1978-06-16,0.56894
1978-06-23,0.58406
1978-06-30,0.59021
1978-07-07,0.58763
1978-07-14,0.57671
1978-07-21,0.55872
1978-07-28,0.53538
1978-08-04,0.50856
1978-08-11,0.48210
1978-08-18,0.46270
1978-08-25,0.45751
1978-09-01,0.47397
1978-09-08,0.51965
1978-09-15,0.59887
1978-09-22,0.71242
1978-09-29,0.85878
1978-10-06,1.03056
1978-10-13,1.21967
1978-10-20,1.41394
1978-10-27,1.60071
1978-11-03,1.76495
1978-11-10,1.89739
1978-11-17,1.99025
1978-11-24,2.03734
1978-12-01,2.04253
1978-12-08,2.00882
1978-12-15,1.94114
1978-12-22,1.84594
1978-12-29,1.72827
1979-01-05,1.59334
1979-01-12,1.44723
1979-01-19,1.29566
1979-01-26,1.14468
1979-02-02,0.99924
1979-02-09,0.86323
1979-02-16,0.73794
1979-02-23,0.62448
1979-03-02,0.52480
1979-03-09,0.43899
1979-03-16,0.36918
1979-03-23,0.31647
1979-03-30,0.28154
1979-04-06,0.26360
1979-04-13,0.26063
1979-04-20,0.27028
1979-04-27,0.29002
1979-05-04,0.31836
1979-05-11,0.35461
1979-05-18,0.39935
1979-05-25,0.45293
1979-06-01,0.51498
1979-06-08,0.58326
1979-06-15,0.65572
1979-06-22,0.72972
1979-06-29,0.80431
1979-07-06,0.87864
1979-07-13,0.95409
1979-07-20,1.03270
1979-07-27,1.11499
1979-08-03,1.20204
1979-08-10,1.29449
1979-08-17,1.39396
1979-08-24,1.50088
1979-08-31,1.61559
1979-09-07,1.73663
1979-09-14,1.86194
1979-09-21,1.98752
1979-09-28,2.10838
1979-10-05,2.22051
1979-10-12,2.32031
1979-10-19,2.40257
1979-10-26,2.46225
1979-11-02,2.49537
1979-11-09,2.49556
1979-11-16,2.46278
1979-11-23,2.39940
1979-11-30,2.31274
1979-12-07,2.21145
1979-12-14,2.10476
1979-12-21,2.00229
1979-12-28,1.90779
1980-01-04,1.82721
1980-01-11,1.76829
1980-01-18,1.73739
1980-01-25,1.74582
1980-02-01,1.80422
1980-02-08,1.91824
1980-02-15,2.09093
1980-02-22,2.31855
1980-02-29,2.58963
1980-03-07,2.88529
1980-03-14,3.18823
1980-03-21,3.47265
1980-03-28,3.71254
1980-04-04,3.89154
1980-04-11,3.98768
1980-04-18,3.99272
1980-04-25,3.90773
1980-05-02,3.74074
1980-05-09,3.50891
1980-05-16,3.23569
1980-05-23,2.93882
1980-05-30,2.63113
1980-06-06,2.32481
1980-06-13,2.02405
1980-06-20,1.73197
1980-06-27,1.45970
1980-07-04,1.22046
1980-07-11,1.02289
1980-07-18,0.87969
1980-07-25,0.78907
1980-08-01,0.74788
1980-08-08,0.74958
1980-08-15,0.78161
1980-08-22,0.83271
1980-08-29,0.90056
1980-09-05,0.97876
1980-09-12,1.05820
1980-09-19,1.14301
1980-09-26,1.23201
1980-10-03,1.32965
1980-10-10,1.43900
1980-10-17,1.57343
1980-10-24,1.73233
1980-10-31,1.92150
1980-11-07,2.13619
1980-11-14,2.36477
1980-11-21,2.59999
1980-11-28,2.82890
1980-12-05,3.02755
1980-12-12,3.18173
1980-12-19,3.28626
1980-12-26,3.31755
1981-01-02,3.28312
1981-01-09,3.18429
1981-01-16,3.03650
1981-01-23,2.85250
1981-01-30,2.65261
1981-02-06,2.44758
1981-02-13,2.25420
1981-02-20,2.08147
1981-02-27,1.92751
1981-03-06,1.80260
1981-03-13,1.71081
1981-03-20,1.65593
1981-03-27,1.64096
1981-04-03,1.66795
1981-04-10,1.72962
1981-04-17,1.82455
1981-04-24,1.93724
1981-05-01,2.06491
1981-05-08,2.20687
1981-05-15,2.36011
1981-05-22,2.52169
1981-05-29,2.69519
1981-06-05,2.86787
1981-06-12,3.03720
1981-06-19,3.19108
1981-06-26,3.32296
1981-07-03,3.42769
1981-07-10,3.50311
1981-07-17,3.54728
1981-07-24,3.55549
1981-07-31,3.53428
1981-08-07,3.48275
1981-08-14,3.41036
1981-08-21,3.32748
1981-08-28,3.24537
1981-09-04,3.16772
1981-09-11,3.10081
1981-09-18,3.03847
1981-09-25,2.98058
1981-10-02,2.93048
1981-10-09,2.88214
1981-10-16,2.83899
1981-10-23,2.79593
1981-10-30,2.74556
1981-11-06,2.67851
1981-11-13,2.59491
1981-11-20,2.49628
1981-11-27,2.39299
1981-12-04,2.29576
1981-12-11,2.20855
1981-12-18,2.13082
1981-12-25,2.06285
1982-01-01,1.99837
1982-01-08,1.93960
1982-01-15,1.89648
1982-01-22,1.87276
1982-01-29,1.87648
1982-02-05,1.90097
1982-02-12,1.94193
1982-02-19,1.98862
1982-02-26,2.03270
1982-03-05,2.06667
1982-03-12,2.09219
1982-03-19,2.11440
1982-03-26,2.13427
1982-04-02,2.15167
1982-04-09,2.17164
1982-04-16,2.19359
1982-04-23,2.21987
1982-04-30,2.25700
1982-05-07,2.31008
1982-05-14,2.38438
1982-05-21,2.48017
1982-05-28,2.58913
1982-06-04,2.70095
1982-06-11,2.80708
1982-06-18,2.89301
1982-06-25,2.95011
1982-07-02,2.97738
1982-07-09,2.98104
1982-07-16,2.96939
1982-07-23,2.96021
1982-07-30,2.96700
1982-08-06,3.00236
1982-08-13,3.07163
1982-08-20,3.16821
1982-08-27,3.28214
1982-09-03,3.39225
1982-09-10,3.47186
1982-09-17,3.49531
1982-09-24,3.43918
1982-10-01,3.29377
1982-10-08,3.06381
1982-10-15,2.76774
1982-10-22,2.43567
1982-10-29,2.09746
1982-11-05,1.78016
1982-11-12,1.50079
1982-11-19,1.26816
1982-11-26,1.08345
1982-12-03,0.93902
1982-12-10,0.82577
1982-12-17,0.73377
1982-12-24,0.65024
1982-12-31,0.56833
1983-01-07,0.48427
1983-01-14,0.39891
1983-01-21,0.31513
1983-01-28,0.23811
1983-02-04,0.17122
1983-02-11,0.11675
1983-02-18,0.07640
1983-02-25,0.04938
1983-03-04,0.03283
1983-03-11,0.02670
1983-03-18,0.02722
1983-03-25,0.02821
1983-04-01,0.02582
1983-04-08,0.01491
1983-04-15,-0.00700
1983-04-22,-0.03907
1983-04-29,-0.07763
1983-05-06,-0.11714
1983-05-13,-0.15158
1983-05-20,-0.17719
1983-05-27,-0.19388
1983-06-03,-0.20020
1983-06-10,-0.19788
1983-06-17,-0.18915
1983-06-24,-0.17479
1983-07-01,-0.15560
1983-07-08,-0.13514
1983-07-15,-0.11531
1983-07-22,-0.09960
1983-07-29,-0.08937
1983-08-05,-0.08492
1983-08-12,-0.08503
1983-08-19,-0.08890
1983-08-26,-0.09347
1983-09-02,-0.09775
1983-09-09,-0.10101
1983-09-16,-0.10165
1983-09-23,-0.09660
1983-09-30,-0.08483
1983-10-07,-0.06474
1983-10-14,-0.03710
1983-10-21,-0.00392
1983-10-28,0.02901
1983-11-04,0.05991
1983-11-11,0.08493
1983-11-18,0.10424
1983-11-25,0.11811
1983-12-02,0.12578
1983-12-09,0.12629
1983-12-16,0.11787
1983-12-23,0.09774
1983-12-30,0.06530
1984-01-06,0.02469
1984-01-13,-0.02046
1984-01-20,-0.06585
1984-01-27,-0.10648
1984-02-03,-0.14012
1984-02-10,-0.16608
1984-02-17,-0.18260
1984-02-24,-0.18920
1984-03-02,-0.18362
1984-03-09,-0.16399
1984-03-16,-0.12932
1984-03-23,-0.08003
1984-03-30,-0.01578
1984-04-06,0.06324
1984-04-13,0.15641
1984-04-20,0.26457
1984-04-27,0.38677
1984-05-04,0.51807
1984-05-11,0.65317
1984-05-18,0.78437
1984-05-25,0.90551
1984-06-01,1.01365
1984-06-08,1.10489
1984-06-15,1.17778
1984-06-22,1.22769
1984-06-29,1.24883
1984-07-06,1.23572
1984-07-13,1.18760
1984-07-20,1.11105
1984-07-27,1.01507
1984-08-03,0.91222
1984-08-10,0.81369
1984-08-17,0.72600
1984-08-24,0.65022
1984-08-31,0.58473
1984-09-07,0.52726
1984-09-14,0.47377
1984-09-21,0.42069
1984-09-28,0.36699
1984-10-05,0.31251
1984-10-12,0.25685
1984-10-19,0.20091
1984-10-26,0.14651
1984-11-02,0.09507
1984-11-09,0.04711
1984-11-16,0.00227
1984-11-23,-0.03912
1984-11-30,-0.07884
1984-12-07,-0.11714
1984-12-14,-0.15722
1984-12-21,-0.19972
1984-12-28,-0.24323
1985-01-04,-0.28699
1985-01-11,-0.32645
1985-01-18,-0.35661
1985-01-25,-0.37469
1985-02-01,-0.37916
1985-02-08,-0.37091
1985-02-15,-0.35373
1985-02-22,-0.33132
1985-03-01,-0.30714
1985-03-08,-0.28459
1985-03-15,-0.26648
1985-03-22,-0.25397
1985-03-29,-0.24886
1985-04-05,-0.25353
1985-04-12,-0.26765
1985-04-19,-0.29052
1985-04-26,-0.31969
1985-05-03,-0.35138
1985-05-10,-0.38357
1985-05-17,-0.41137
1985-05-24,-0.43342
1985-05-31,-0.44837
1985-06-07,-0.45526
1985-06-14,-0.45360
1985-06-21,-0.44459
1985-06-28,-0.42891
1985-07-05,-0.40859
1985-07-12,-0.38442
1985-07-19,-0.35676
1985-07-26,-0.32578
1985-08-02,-0.29213
1985-08-09,-0.25585
1985-08-16,-0.21846
1985-08-23,-0.18267
1985-08-30,-0.15120
1985-09-06,-0.12719
1985-09-13,-0.11348
1985-09-20,-0.11257
1985-09-27,-0.12434
1985-10-04,-0.14850
1985-10-11,-0.18179
1985-10-18,-0.22014
1985-10-25,-0.25842
1985-11-01,-0.29153
1985-11-08,-0.31521
1985-11-15,-0.32752
1985-11-22,-0.32794
1985-11-29,-0.31881
1985-12-06,-0.30381
1985-12-13,-0.28659
1985-12-20,-0.27106
1985-12-27,-0.25807
1986-01-03,-0.25062
1986-01-10,-0.24830
1986-01-17,-0.25107
1986-01-24,-0.25832
1986-01-31,-0.26958
1986-02-07,-0.28194
1986-02-14,-0.29293
1986-02-21,-0.30055
1986-02-28,-0.30430
1986-03-07,-0.30568
1986-03-14,-0.30810
1986-03-21,-0.31517
1986-03-28,-0.33053
1986-04-04,-0.35645
1986-04-11,-0.39009
1986-04-18,-0.42797
1986-04-25,-0.46572
1986-05-02,-0.49793
1986-05-09,-0.52078
1986-05-16,-0.53230
1986-05-23,-0.53202
1986-05-30,-0.52132
1986-06-06,-0.50295
1986-06-13,-0.48032
1986-06-20,-0.45914
1986-06-27,-0.44499
1986-07-04,-0.44127
1986-07-11,-0.44921
1986-07-18,-0.46926
1986-07-25,-0.49823
1986-08-01,-0.53161
1986-08-08,-0.56370
1986-08-15,-0.59043
1986-08-22,-0.60678
1986-08-29,-0.61013
1986-09-05,-0.60077
1986-09-12,-0.58104
1986-09-19,-0.55800
1986-09-26,-0.53639
1986-10-03,-0.52078
1986-10-10,-0.51411
1986-10-17,-0.51575
1986-10-24,-0.52223
1986-10-31,-0.53131
1986-11-07,-0.54028
1986-11-14,-0.54747
1986-11-21,-0.55010
1986-11-28,-0.54723
1986-12-05,-0.53808
1986-12-12,-0.52348
1986-12-19,-0.50496
1986-12-26,-0.48623
1987-01-02,-0.47336
1987-01-09,-0.46709
1987-01-16,-0.46761
1987-01-23,-0.47183
1987-01-30,-0.47658
1987-02-06,-0.47743
1987-02-13,-0.47247
1987-02-20,-0.45913
1987-02-27,-0.43753
1987-03-06,-0.40385
1987-03-13,-0.35129
1987-03-20,-0.27565
1987-03-27,-0.17599
1987-04-03,-0.05468
1987-04-10,0.07940
1987-04-17,0.21739
1987-04-24,0.34785
1987-05-01,0.46108
1987-05-08,0.55492
1987-05-15,0.62143
1987-05-22,0.66020
1987-05-29,0.66396
1987-06-05,0.63722
1987-06-12,0.58574
1987-06-19,0.51562
1987-06-26,0.43988
1987-07-03,0.36454
1987-07-10,0.29315
1987-07-17,0.22266
1987-07-24,0.15228
1987-07-31,0.08727
1987-08-07,0.03660
1987-08-14,0.00793
1987-08-21,0.01500
1987-08-28,0.05964
1987-09-04,0.14111
1987-09-11,0.24951
1987-09-18,0.38013
1987-09-25,0.52608
1987-10-02,0.68262
1987-10-09,0.83700
1987-10-16,0.97632
1987-10-23,1.08735
1987-10-30,1.16006
1987-11-06,1.18765
1987-11-13,1.18238
1987-11-20,1.15709
1987-11-27,1.11890
1987-12-04,1.07460
1987-12-11,1.01827
1987-12-18,0.95072
1987-12-25,0.86687
1988-01-01,0.77035
1988-01-08,0.66694
1988-01-15,0.56635
1988-01-22,0.47117
1988-01-29,0.38452
1988-02-05,0.30669
1988-02-12,0.23968
1988-02-19,0.18534
1988-02-26,0.14484
1988-03-04,0.12132
1988-03-11,0.11545
1988-03-18,0.12677
1988-03-25,0.14912
1988-04-01,0.17974
1988-04-08,0.21384
1988-04-15,0.24453
1988-04-22,0.26977
1988-04-29,0.28509
1988-05-06,0.29047
1988-05-13,0.28764
1988-05-20,0.27847
1988-05-27,0.26736
1988-06-03,0.26012
1988-06-10,0.25967
1988-06-17,0.26842
1988-06-24,0.28675
1988-07-01,0.31285
1988-07-08,0.34256
1988-07-15,0.37254
1988-07-22,0.39981
1988-07-29,0.42052
1988-08-05,0.43339
1988-08-12,0.43612
1988-08-19,0.42740
1988-08-26,0.40743
1988-09-02,0.38009
1988-09-09,0.34855
1988-09-16,0.31875
1988-09-23,0.29443
1988-09-30,0.27524
1988-10-07,0.25898
1988-10-14,0.24332
1988-10-21,0.22661
1988-10-28,0.20951
1988-11-04,0.19387
1988-11-11,0.18229
1988-11-18,0.17515
1988-11-25,0.17232
1988-12-02,0.17126
1988-12-09,0.17115
1988-12-16,0.17044
1988-12-23,0.17065
1988-12-30,0.17117
1989-01-06,0.17374
1989-01-13,0.17935
1989-01-20,0.18920
1989-01-27,0.20737
1989-02-03,0.23810
1989-02-10,0.28497
1989-02-17,0.34970
1989-02-24,0.42866
1989-03-03,0.51697
1989-03-10,0.60452
1989-03-17,0.68322
1989-03-24,0.74381
1989-03-31,0.77994
1989-04-07,0.78955
1989-04-14,0.77163
1989-04-21,0.72609
1989-04-28,0.66165
1989-05-05,0.58175
1989-05-12,0.49826
1989-05-19,0.41998
1989-05-26,0.35733
1989-06-02,0.31563
1989-06-09,0.29492
1989-06-16,0.28940
1989-06-23,0.29072
1989-06-30,0.28943
1989-07-07,0.28045
1989-07-14,0.26125
1989-07-21,0.23729
1989-07-28,0.21532
1989-08-04,0.19991
1989-08-11,0.19830
1989-08-18,0.21061
1989-08-25,0.23583
1989-09-01,0.27110
1989-09-08,0.31094
1989-09-15,0.35086
1989-09-22,0.38387
1989-09-29,0.40587
1989-10-06,0.41150
1989-10-13,0.39805
1989-10-20,0.36609
1989-10-27,0.31860
1989-11-03,0.26128
1989-11-10,0.20216
1989-11-17,0.14624
1989-11-24,0.09910
1989-12-01,0.06322
1989-12-08,0.03955
1989-12-15,0.02765
1989-12-22,0.02635
1989-12-29,0.03304
1990-01-05,0.04622
1990-01-12,0.06145
1990-01-19,0.07406
1990-01-26,0.08216
1990-02-02,0.08241
1990-02-09,0.07526
1990-02-16,0.06316
1990-02-23,0.05004
1990-03-02,0.03997
1990-03-09,0.03578
1990-03-16,0.04051
1990-03-23,0.05272
1990-03-30,0.07085
1990-04-06,0.09183
1990-04-13,0.10907
1990-04-20,0.11954
1990-04-27,0.11863
1990-05-04,0.10285
1990-05-11,0.07289
1990-05-18,0.03141
1990-05-25,-0.01663
1990-06-01,-0.06555
1990-06-08,-0.10868
1990-06-15,-0.14211
1990-06-22,-0.16444
1990-06-29,-0.17359
1990-07-06,-0.17023
1990-07-13,-0.15529
1990-07-20,-0.12814
1990-07-27,-0.09067
1990-08-03,-0.04588
1990-08-10,0.00397
1990-08-17,0.05390
1990-08-24,0.10355
1990-08-31,0.15245
1990-09-07,0.20317
1990-09-14,0.25479
1990-09-21,0.30637
1990-09-28,0.35486
1990-10-05,0.39114
1990-10-12,0.41375
1990-10-19,0.42368
1990-10-26,0.42182
1990-11-02,0.41571
1990-11-09,0.41060
1990-11-16,0.40844
1990-11-23,0.41236
1990-11-30,0.42464
1990-12-07,0.44202
1990-12-14,0.46562
1990-12-21,0.49398
1990-12-28,0.51717
1991-01-04,0.52453
1991-01-11,0.51207
1991-01-18,0.47254
1991-01-25,0.40517
1991-02-01,0.32413
1991-02-08,0.23685
1991-02-15,0.15405
1991-02-22,0.08164
1991-03-01,0.02023
1991-03-08,-0.03316
1991-03-15,-0.07960
1991-03-22,-0.12014
1991-03-29,-0.15500
1991-04-05,-0.18237
1991-04-12,-0.20283
1991-04-19,-0.21859
1991-04-26,-0.22947
1991-05-03,-0.23654
1991-05-10,-0.24002
1991-05-17,-0.23769
1991-05-24,-0.23018
1991-05-31,-0.21946
1991-06-07,-0.20951
1991-06-14,-0.20537
1991-06-21,-0.21247
1991-06-28,-0.23244
1991-07-05,-0.26621
1991-07-12,-0.30994
1991-07-19,-0.35964
1991-07-26,-0.40919
1991-08-02,-0.45389
1991-08-09,-0.49130
1991-08-16,-0.51912
1991-08-23,-0.53875
1991-08-30,-0.55230
1991-09-06,-0.55991
1991-09-13,-0.56550
1991-09-20,-0.56891
1991-09-27,-0.57156
1991-10-04,-0.57433
1991-10-11,-0.57967
1991-10-18,-0.58721
1991-10-25,-0.59654
1991-11-01,-0.60711
1991-11-08,-0.61715
1991-11-15,-0.62584
1991-11-22,-0.63337
1991-11-29,-0.64129
1991-12-06,-0.65090
1991-12-13,-0.66243
1991-12-20,-0.67212
1991-12-27,-0.68023
1992-01-03,-0.68197
1992-01-10,-0.68050
1992-01-17,-0.67430
1992-01-24,-0.66829
1992-01-31,-0.66503
1992-02-07,-0.66397
1992-02-14,-0.66484
1992-02-21,-0.66532
1992-02-28,-0.66509
1992-03-06,-0.66432
1992-03-13,-0.66406
1992-03-20,-0.66753
1992-03-27,-0.67663
1992-04-03,-0.69117
1992-04-10,-0.71136
1992-04-17,-0.73458
1992-04-24,-0.76014
1992-05-01,-0.78592
1992-05-08,-0.80987
1992-05-15,-0.83159
1992-05-22,-0.85090
1992-05-29,-0.86713
1992-06-05,-0.88117
1992-06-12,-0.89467
1992-06-19,-0.90777
1992-06-26,-0.92038
1992-07-03,-0.93191
1992-07-10,-0.94083
1992-07-17,-0.94689
1992-07-24,-0.94898
1992-07-31,-0.94694
1992-08-07,-0.94158
1992-08-14,-0.93405
1992-08-21,-0.92412
1992-08-28,-0.91139
